id,archetype_id,archetype_name
832,1,Latina Commuter Caretaker
833,4,Asian First-Gen Navigator
834,1,Latina Commuter Caretaker
835,7,White Commuter Working
836,2,Latino First-Gen Striver
837,2,Latino First-Gen Striver
838,10,Continuing-Gen Cruiser
839,3,Asian High-Pressure Achiever
840,10,Continuing-Gen Cruiser
841,2,Latino First-Gen Striver
842,3,Asian High-Pressure Achiever
843,10,Continuing-Gen Cruiser
844,4,Asian First-Gen Navigator
845,7,White Commuter Working
846,10,Continuing-Gen Cruiser
847,3,Asian High-Pressure Achiever
848,5,Black Campus Connector
849,10,Continuing-Gen Cruiser
850,9,Hispanic On-Campus Transitioner
851,1,Latina Commuter Caretaker
852,9,Hispanic On-Campus Transitioner
853,10,Continuing-Gen Cruiser
854,3,Asian High-Pressure Achiever
855,1,Latina Commuter Caretaker
856,9,Hispanic On-Campus Transitioner
857,3,Asian High-Pressure Achiever
858,1,Latina Commuter Caretaker
859,3,Asian High-Pressure Achiever
860,9,Hispanic On-Campus Transitioner
861,2,Latino First-Gen Striver
862,10,Continuing-Gen Cruiser
863,3,Asian High-Pressure Achiever
864,8,Multiracial Bridge-Builder
865,9,Hispanic On-Campus Transitioner
866,3,Asian High-Pressure Achiever
867,10,Continuing-Gen Cruiser
868,6,White Residential Traditional
869,2,Latino First-Gen Striver
870,10,Continuing-Gen Cruiser
871,2,Latino First-Gen Striver
872,6,White Residential Traditional
873,2,Latino First-Gen Striver
874,2,Latino First-Gen Striver
875,4,Asian First-Gen Navigator
876,1,Latina Commuter Caretaker
877,7,White Commuter Working
878,2,Latino First-Gen Striver
879,10,Continuing-Gen Cruiser
880,10,Continuing-Gen Cruiser
881,2,Latino First-Gen Striver
882,2,Latino First-Gen Striver
883,3,Asian High-Pressure Achiever
884,10,Continuing-Gen Cruiser
885,1,Latina Commuter Caretaker
886,9,Hispanic On-Campus Transitioner
887,5,Black Campus Connector
888,9,Hispanic On-Campus Transitioner
889,1,Latina Commuter Caretaker
890,3,Asian High-Pressure Achiever
891,9,Hispanic On-Campus Transitioner
892,2,Latino First-Gen Striver
893,8,Multiracial Bridge-Builder
894,10,Continuing-Gen Cruiser
895,4,Asian First-Gen Navigator
896,2,Latino First-Gen Striver
897,1,Latina Commuter Caretaker
898,9,Hispanic On-Campus Transitioner
899,2,Latino First-Gen Striver
900,9,Hispanic On-Campus Transitioner
901,10,Continuing-Gen Cruiser
902,3,Asian High-Pressure Achiever
903,2,Latino First-Gen Striver
904,10,Continuing-Gen Cruiser
905,10,Continuing-Gen Cruiser
906,3,Asian High-Pressure Achiever
907,1,Latina Commuter Caretaker
908,6,White Residential Traditional
909,2,Latino First-Gen Striver
910,10,Continuing-Gen Cruiser
911,10,Continuing-Gen Cruiser
912,2,Latino First-Gen Striver
913,10,Continuing-Gen Cruiser
914,4,Asian First-Gen Navigator
915,1,Latina Commuter Caretaker
916,2,Latino First-Gen Striver
917,4,Asian First-Gen Navigator
918,4,Asian First-Gen Navigator
919,1,Latina Commuter Caretaker
920,4,Asian First-Gen Navigator
921,7,White Commuter Working
922,10,Continuing-Gen Cruiser
923,5,Black Campus Connector
924,10,Continuing-Gen Cruiser
925,2,Latino First-Gen Striver
926,3,Asian High-Pressure Achiever
927,6,White Residential Traditional
928,6,White Residential Traditional
929,10,Continuing-Gen Cruiser
930,6,White Residential Traditional
931,10,Continuing-Gen Cruiser
932,2,Latino First-Gen Striver
933,10,Continuing-Gen Cruiser
934,1,Latina Commuter Caretaker
935,9,Hispanic On-Campus Transitioner
936,1,Latina Commuter Caretaker
937,1,Latina Commuter Caretaker
938,6,White Residential Traditional
939,4,Asian First-Gen Navigator
940,10,Continuing-Gen Cruiser
941,10,Continuing-Gen Cruiser
942,9,Hispanic On-Campus Transitioner
943,10,Continuing-Gen Cruiser
944,9,Hispanic On-Campus Transitioner
945,4,Asian First-Gen Navigator
946,8,Multiracial Bridge-Builder
947,3,Asian High-Pressure Achiever
948,2,Latino First-Gen Striver
949,1,Latina Commuter Caretaker
950,10,Continuing-Gen Cruiser
951,3,Asian High-Pressure Achiever
952,3,Asian High-Pressure Achiever
953,10,Continuing-Gen Cruiser
954,1,Latina Commuter Caretaker
955,1,Latina Commuter Caretaker
956,10,Continuing-Gen Cruiser
957,2,Latino First-Gen Striver
958,1,Latina Commuter Caretaker
959,10,Continuing-Gen Cruiser
960,10,Continuing-Gen Cruiser
961,8,Multiracial Bridge-Builder
962,6,White Residential Traditional
963,10,Continuing-Gen Cruiser
964,10,Continuing-Gen Cruiser
965,10,Continuing-Gen Cruiser
966,2,Latino First-Gen Striver
967,1,Latina Commuter Caretaker
968,3,Asian High-Pressure Achiever
969,10,Continuing-Gen Cruiser
970,9,Hispanic On-Campus Transitioner
971,1,Latina Commuter Caretaker
972,9,Hispanic On-Campus Transitioner
973,3,Asian High-Pressure Achiever
974,1,Latina Commuter Caretaker
975,2,Latino First-Gen Striver
976,4,Asian First-Gen Navigator
977,1,Latina Commuter Caretaker
978,1,Latina Commuter Caretaker
979,9,Hispanic On-Campus Transitioner
980,1,Latina Commuter Caretaker
981,1,Latina Commuter Caretaker
982,10,Continuing-Gen Cruiser
983,10,Continuing-Gen Cruiser
984,10,Continuing-Gen Cruiser
985,3,Asian High-Pressure Achiever
986,1,Latina Commuter Caretaker
987,10,Continuing-Gen Cruiser
988,9,Hispanic On-Campus Transitioner
989,10,Continuing-Gen Cruiser
990,1,Latina Commuter Caretaker
991,9,Hispanic On-Campus Transitioner
992,10,Continuing-Gen Cruiser
993,2,Latino First-Gen Striver
994,7,White Commuter Working
995,9,Hispanic On-Campus Transitioner
996,8,Multiracial Bridge-Builder
997,2,Latino First-Gen Striver
998,6,White Residential Traditional
999,1,Latina Commuter Caretaker
1000,1,Latina Commuter Caretaker
1001,4,Asian First-Gen Navigator
1002,10,Continuing-Gen Cruiser
1003,1,Latina Commuter Caretaker
1004,1,Latina Commuter Caretaker
1005,10,Continuing-Gen Cruiser
1006,10,Continuing-Gen Cruiser
1007,10,Continuing-Gen Cruiser
1008,1,Latina Commuter Caretaker
1009,1,Latina Commuter Caretaker
1010,2,Latino First-Gen Striver
1011,10,Continuing-Gen Cruiser
1012,10,Continuing-Gen Cruiser
1013,1,Latina Commuter Caretaker
1014,6,White Residential Traditional
1015,9,Hispanic On-Campus Transitioner
1016,1,Latina Commuter Caretaker
1017,4,Asian First-Gen Navigator
1018,10,Continuing-Gen Cruiser
1019,4,Asian First-Gen Navigator
1020,10,Continuing-Gen Cruiser
1021,2,Latino First-Gen Striver
1022,1,Latina Commuter Caretaker
1023,3,Asian High-Pressure Achiever
1024,10,Continuing-Gen Cruiser
1025,2,Latino First-Gen Striver
1026,8,Multiracial Bridge-Builder
1027,4,Asian First-Gen Navigator
1028,10,Continuing-Gen Cruiser
1029,7,White Commuter Working
1030,10,Continuing-Gen Cruiser
1031,2,Latino First-Gen Striver
1032,5,Black Campus Connector
1033,10,Continuing-Gen Cruiser
1034,8,Multiracial Bridge-Builder
1035,10,Continuing-Gen Cruiser
1036,1,Latina Commuter Caretaker
1037,10,Continuing-Gen Cruiser
1038,1,Latina Commuter Caretaker
1039,2,Latino First-Gen Striver
1040,1,Latina Commuter Caretaker
1041,7,White Commuter Working
1042,7,White Commuter Working
1043,6,White Residential Traditional
1044,10,Continuing-Gen Cruiser
1045,1,Latina Commuter Caretaker
1046,4,Asian First-Gen Navigator
1047,8,Multiracial Bridge-Builder
1048,3,Asian High-Pressure Achiever
1049,2,Latino First-Gen Striver
1050,10,Continuing-Gen Cruiser
1051,10,Continuing-Gen Cruiser
1052,10,Continuing-Gen Cruiser
1053,4,Asian First-Gen Navigator
1054,6,White Residential Traditional
1055,8,Multiracial Bridge-Builder
1056,1,Latina Commuter Caretaker
1057,4,Asian First-Gen Navigator
1058,1,Latina Commuter Caretaker
1059,7,White Commuter Working
1060,10,Continuing-Gen Cruiser
1061,6,White Residential Traditional
1062,10,Continuing-Gen Cruiser
1063,1,Latina Commuter Caretaker
1064,10,Continuing-Gen Cruiser
1065,3,Asian High-Pressure Achiever
1066,10,Continuing-Gen Cruiser
1067,6,White Residential Traditional
1068,1,Latina Commuter Caretaker
1069,9,Hispanic On-Campus Transitioner
1070,1,Latina Commuter Caretaker
1071,1,Latina Commuter Caretaker
1072,1,Latina Commuter Caretaker
1073,10,Continuing-Gen Cruiser
1074,2,Latino First-Gen Striver
1075,10,Continuing-Gen Cruiser
1076,8,Multiracial Bridge-Builder
1077,10,Continuing-Gen Cruiser
1078,3,Asian High-Pressure Achiever
1079,1,Latina Commuter Caretaker
1080,4,Asian First-Gen Navigator
1081,2,Latino First-Gen Striver
1082,10,Continuing-Gen Cruiser
1083,2,Latino First-Gen Striver
1084,1,Latina Commuter Caretaker
1085,10,Continuing-Gen Cruiser
1086,1,Latina Commuter Caretaker
1087,10,Continuing-Gen Cruiser
1088,2,Latino First-Gen Striver
1089,1,Latina Commuter Caretaker
1090,1,Latina Commuter Caretaker
1091,9,Hispanic On-Campus Transitioner
1092,3,Asian High-Pressure Achiever
1093,9,Hispanic On-Campus Transitioner
1094,8,Multiracial Bridge-Builder
1095,5,Black Campus Connector
1096,4,Asian First-Gen Navigator
1097,1,Latina Commuter Caretaker
1098,3,Asian High-Pressure Achiever
1099,10,Continuing-Gen Cruiser
1100,1,Latina Commuter Caretaker
1101,3,Asian High-Pressure Achiever
1102,3,Asian High-Pressure Achiever
1103,3,Asian High-Pressure Achiever
1104,10,Continuing-Gen Cruiser
1105,3,Asian High-Pressure Achiever
1106,4,Asian First-Gen Navigator
1107,10,Continuing-Gen Cruiser
1108,4,Asian First-Gen Navigator
1109,10,Continuing-Gen Cruiser
1110,3,Asian High-Pressure Achiever
1111,2,Latino First-Gen Striver
1112,1,Latina Commuter Caretaker
1113,4,Asian First-Gen Navigator
1114,5,Black Campus Connector
1115,10,Continuing-Gen Cruiser
1116,1,Latina Commuter Caretaker
1117,9,Hispanic On-Campus Transitioner
1118,2,Latino First-Gen Striver
1119,10,Continuing-Gen Cruiser
1120,4,Asian First-Gen Navigator
1121,4,Asian First-Gen Navigator
1122,10,Continuing-Gen Cruiser
1123,10,Continuing-Gen Cruiser
1124,8,Multiracial Bridge-Builder
1125,9,Hispanic On-Campus Transitioner
1126,3,Asian High-Pressure Achiever
1127,10,Continuing-Gen Cruiser
1128,10,Continuing-Gen Cruiser
1129,8,Multiracial Bridge-Builder
1130,3,Asian High-Pressure Achiever
1131,2,Latino First-Gen Striver
1132,4,Asian First-Gen Navigator
1133,9,Hispanic On-Campus Transitioner
1134,7,White Commuter Working
1135,1,Latina Commuter Caretaker
1136,1,Latina Commuter Caretaker
1137,10,Continuing-Gen Cruiser
1138,2,Latino First-Gen Striver
1139,4,Asian First-Gen Navigator
1140,2,Latino First-Gen Striver
1141,10,Continuing-Gen Cruiser
1142,1,Latina Commuter Caretaker
1143,6,White Residential Traditional
1144,1,Latina Commuter Caretaker
1145,4,Asian First-Gen Navigator
1146,10,Continuing-Gen Cruiser
1147,9,Hispanic On-Campus Transitioner
1148,9,Hispanic On-Campus Transitioner
1149,8,Multiracial Bridge-Builder
1150,6,White Residential Traditional
1151,1,Latina Commuter Caretaker
1152,1,Latina Commuter Caretaker
1153,9,Hispanic On-Campus Transitioner
1154,2,Latino First-Gen Striver
1155,7,White Commuter Working
1156,8,Multiracial Bridge-Builder
1157,1,Latina Commuter Caretaker
1158,6,White Residential Traditional
1159,10,Continuing-Gen Cruiser
1160,10,Continuing-Gen Cruiser
1161,3,Asian High-Pressure Achiever
1162,2,Latino First-Gen Striver
1163,10,Continuing-Gen Cruiser
1164,1,Latina Commuter Caretaker
1165,3,Asian High-Pressure Achiever
1166,10,Continuing-Gen Cruiser
1167,8,Multiracial Bridge-Builder
1168,1,Latina Commuter Caretaker
1169,7,White Commuter Working
1170,6,White Residential Traditional
1171,7,White Commuter Working
1172,6,White Residential Traditional
1173,10,Continuing-Gen Cruiser
1174,10,Continuing-Gen Cruiser
1175,2,Latino First-Gen Striver
1176,9,Hispanic On-Campus Transitioner
1177,8,Multiracial Bridge-Builder
1178,10,Continuing-Gen Cruiser
1179,3,Asian High-Pressure Achiever
1180,10,Continuing-Gen Cruiser
1181,9,Hispanic On-Campus Transitioner
1182,10,Continuing-Gen Cruiser
1183,10,Continuing-Gen Cruiser
1184,3,Asian High-Pressure Achiever
1185,3,Asian High-Pressure Achiever
1186,1,Latina Commuter Caretaker
1187,1,Latina Commuter Caretaker
1188,4,Asian First-Gen Navigator
1189,10,Continuing-Gen Cruiser
1190,2,Latino First-Gen Striver
1191,10,Continuing-Gen Cruiser
1192,8,Multiracial Bridge-Builder
1193,1,Latina Commuter Caretaker
1194,8,Multiracial Bridge-Builder
1195,8,Multiracial Bridge-Builder
1196,6,White Residential Traditional
1197,10,Continuing-Gen Cruiser
1198,1,Latina Commuter Caretaker
1199,7,White Commuter Working
1200,10,Continuing-Gen Cruiser
1201,10,Continuing-Gen Cruiser
1202,2,Latino First-Gen Striver
1203,10,Continuing-Gen Cruiser
1204,1,Latina Commuter Caretaker
1205,1,Latina Commuter Caretaker
1206,10,Continuing-Gen Cruiser
1207,4,Asian First-Gen Navigator
1208,10,Continuing-Gen Cruiser
1209,6,White Residential Traditional
1210,2,Latino First-Gen Striver
1211,10,Continuing-Gen Cruiser
1212,6,White Residential Traditional
1213,3,Asian High-Pressure Achiever
1214,3,Asian High-Pressure Achiever
1215,10,Continuing-Gen Cruiser
1216,3,Asian High-Pressure Achiever
1217,8,Multiracial Bridge-Builder
1218,1,Latina Commuter Caretaker
1219,10,Continuing-Gen Cruiser
1220,1,Latina Commuter Caretaker
1221,9,Hispanic On-Campus Transitioner
1222,10,Continuing-Gen Cruiser
1223,1,Latina Commuter Caretaker
1224,10,Continuing-Gen Cruiser
1225,2,Latino First-Gen Striver
1226,2,Latino First-Gen Striver
1227,1,Latina Commuter Caretaker
1228,6,White Residential Traditional
1229,10,Continuing-Gen Cruiser
1230,3,Asian High-Pressure Achiever
1231,9,Hispanic On-Campus Transitioner
1232,2,Latino First-Gen Striver
1233,1,Latina Commuter Caretaker
1234,5,Black Campus Connector
1235,9,Hispanic On-Campus Transitioner
1236,6,White Residential Traditional
1237,4,Asian First-Gen Navigator
1238,2,Latino First-Gen Striver
1239,2,Latino First-Gen Striver
1240,7,White Commuter Working
1241,1,Latina Commuter Caretaker
1242,2,Latino First-Gen Striver
1243,10,Continuing-Gen Cruiser
1244,4,Asian First-Gen Navigator
1245,5,Black Campus Connector
1246,2,Latino First-Gen Striver
1247,3,Asian High-Pressure Achiever
1248,1,Latina Commuter Caretaker
1249,10,Continuing-Gen Cruiser
1250,1,Latina Commuter Caretaker
1251,9,Hispanic On-Campus Transitioner
1252,10,Continuing-Gen Cruiser
1253,10,Continuing-Gen Cruiser
1254,4,Asian First-Gen Navigator
1255,2,Latino First-Gen Striver
1256,3,Asian High-Pressure Achiever
1257,10,Continuing-Gen Cruiser
1258,2,Latino First-Gen Striver
1259,8,Multiracial Bridge-Builder
1260,10,Continuing-Gen Cruiser
1261,2,Latino First-Gen Striver
1262,4,Asian First-Gen Navigator
1263,3,Asian High-Pressure Achiever
1264,5,Black Campus Connector
1265,6,White Residential Traditional
1266,10,Continuing-Gen Cruiser
1267,3,Asian High-Pressure Achiever
1268,1,Latina Commuter Caretaker
1269,4,Asian First-Gen Navigator
1270,7,White Commuter Working
1271,4,Asian First-Gen Navigator
1272,3,Asian High-Pressure Achiever
1273,10,Continuing-Gen Cruiser
1274,10,Continuing-Gen Cruiser
1275,4,Asian First-Gen Navigator
1276,3,Asian High-Pressure Achiever
1277,5,Black Campus Connector
1278,6,White Residential Traditional
1279,1,Latina Commuter Caretaker
1280,10,Continuing-Gen Cruiser
1281,1,Latina Commuter Caretaker
1282,10,Continuing-Gen Cruiser
1283,8,Multiracial Bridge-Builder
1284,10,Continuing-Gen Cruiser
1285,6,White Residential Traditional
1286,2,Latino First-Gen Striver
1287,1,Latina Commuter Caretaker
1288,10,Continuing-Gen Cruiser
1289,5,Black Campus Connector
1290,1,Latina Commuter Caretaker
1291,1,Latina Commuter Caretaker
1292,10,Continuing-Gen Cruiser
1293,10,Continuing-Gen Cruiser
1294,6,White Residential Traditional
1295,10,Continuing-Gen Cruiser
1296,7,White Commuter Working
1297,9,Hispanic On-Campus Transitioner
1298,7,White Commuter Working
1299,10,Continuing-Gen Cruiser
1300,2,Latino First-Gen Striver
1301,9,Hispanic On-Campus Transitioner
1302,1,Latina Commuter Caretaker
1303,10,Continuing-Gen Cruiser
1304,9,Hispanic On-Campus Transitioner
1305,2,Latino First-Gen Striver
1306,10,Continuing-Gen Cruiser
1307,3,Asian High-Pressure Achiever
1308,10,Continuing-Gen Cruiser
1309,10,Continuing-Gen Cruiser
1310,3,Asian High-Pressure Achiever
1311,4,Asian First-Gen Navigator
1312,1,Latina Commuter Caretaker
1313,2,Latino First-Gen Striver
1314,10,Continuing-Gen Cruiser
1315,1,Latina Commuter Caretaker
1316,6,White Residential Traditional
1317,1,Latina Commuter Caretaker
1318,10,Continuing-Gen Cruiser
1319,10,Continuing-Gen Cruiser
1320,9,Hispanic On-Campus Transitioner
1321,10,Continuing-Gen Cruiser
1322,3,Asian High-Pressure Achiever
1323,6,White Residential Traditional
1324,1,Latina Commuter Caretaker
1325,3,Asian High-Pressure Achiever
1326,10,Continuing-Gen Cruiser
1327,3,Asian High-Pressure Achiever
1328,10,Continuing-Gen Cruiser
1329,1,Latina Commuter Caretaker
1330,7,White Commuter Working
1331,8,Multiracial Bridge-Builder
1332,1,Latina Commuter Caretaker
1333,9,Hispanic On-Campus Transitioner
1334,2,Latino First-Gen Striver
1335,3,Asian High-Pressure Achiever
1336,1,Latina Commuter Caretaker
1337,3,Asian High-Pressure Achiever
1338,4,Asian First-Gen Navigator
1339,1,Latina Commuter Caretaker
1340,1,Latina Commuter Caretaker
1341,9,Hispanic On-Campus Transitioner
1342,3,Asian High-Pressure Achiever
1343,1,Latina Commuter Caretaker
1344,2,Latino First-Gen Striver
1345,1,Latina Commuter Caretaker
1346,10,Continuing-Gen Cruiser
1347,8,Multiracial Bridge-Builder
1348,10,Continuing-Gen Cruiser
1349,3,Asian High-Pressure Achiever
1350,10,Continuing-Gen Cruiser
1351,10,Continuing-Gen Cruiser
1352,2,Latino First-Gen Striver
1353,3,Asian High-Pressure Achiever
1354,2,Latino First-Gen Striver
1355,7,White Commuter Working
1356,8,Multiracial Bridge-Builder
1357,7,White Commuter Working
1358,9,Hispanic On-Campus Transitioner
1359,2,Latino First-Gen Striver
1360,1,Latina Commuter Caretaker
1361,7,White Commuter Working
1362,10,Continuing-Gen Cruiser
1363,2,Latino First-Gen Striver
1364,3,Asian High-Pressure Achiever
1365,1,Latina Commuter Caretaker
1366,10,Continuing-Gen Cruiser
1367,10,Continuing-Gen Cruiser
1368,2,Latino First-Gen Striver
1369,2,Latino First-Gen Striver
1370,10,Continuing-Gen Cruiser
1371,1,Latina Commuter Caretaker
1372,4,Asian First-Gen Navigator
1373,1,Latina Commuter Caretaker
1374,9,Hispanic On-Campus Transitioner
1375,2,Latino First-Gen Striver
1376,10,Continuing-Gen Cruiser
1377,8,Multiracial Bridge-Builder
1378,9,Hispanic On-Campus Transitioner
1379,9,Hispanic On-Campus Transitioner
1380,3,Asian High-Pressure Achiever
1381,8,Multiracial Bridge-Builder
1382,7,White Commuter Working
1383,6,White Residential Traditional
1384,9,Hispanic On-Campus Transitioner
1385,3,Asian High-Pressure Achiever
1386,10,Continuing-Gen Cruiser
1387,9,Hispanic On-Campus Transitioner
1388,1,Latina Commuter Caretaker
1389,7,White Commuter Working
1390,5,Black Campus Connector
1391,3,Asian High-Pressure Achiever
1392,2,Latino First-Gen Striver
1393,10,Continuing-Gen Cruiser
1394,3,Asian High-Pressure Achiever
1395,7,White Commuter Working
1396,10,Continuing-Gen Cruiser
1397,3,Asian High-Pressure Achiever
1398,1,Latina Commuter Caretaker
1399,10,Continuing-Gen Cruiser
1400,2,Latino First-Gen Striver
1401,3,Asian High-Pressure Achiever
1402,10,Continuing-Gen Cruiser
1403,2,Latino First-Gen Striver
1404,1,Latina Commuter Caretaker
1405,10,Continuing-Gen Cruiser
1406,1,Latina Commuter Caretaker
1407,4,Asian First-Gen Navigator
1408,1,Latina Commuter Caretaker
1409,8,Multiracial Bridge-Builder
1410,1,Latina Commuter Caretaker
1411,2,Latino First-Gen Striver
1412,6,White Residential Traditional
1413,10,Continuing-Gen Cruiser
1414,10,Continuing-Gen Cruiser
1415,1,Latina Commuter Caretaker
1416,10,Continuing-Gen Cruiser
1417,10,Continuing-Gen Cruiser
1418,4,Asian First-Gen Navigator
1419,3,Asian High-Pressure Achiever
1420,10,Continuing-Gen Cruiser
1421,10,Continuing-Gen Cruiser
1422,4,Asian First-Gen Navigator
1423,5,Black Campus Connector
1424,9,Hispanic On-Campus Transitioner
1425,6,White Residential Traditional
1426,5,Black Campus Connector
1427,10,Continuing-Gen Cruiser
1428,9,Hispanic On-Campus Transitioner
1429,6,White Residential Traditional
1430,1,Latina Commuter Caretaker
1431,2,Latino First-Gen Striver
1432,1,Latina Commuter Caretaker
1433,6,White Residential Traditional
1434,2,Latino First-Gen Striver
1435,10,Continuing-Gen Cruiser
1436,9,Hispanic On-Campus Transitioner
1437,1,Latina Commuter Caretaker
1438,1,Latina Commuter Caretaker
1439,2,Latino First-Gen Striver
1440,9,Hispanic On-Campus Transitioner
1441,5,Black Campus Connector
1442,5,Black Campus Connector
1443,10,Continuing-Gen Cruiser
1444,2,Latino First-Gen Striver
1445,2,Latino First-Gen Striver
1446,7,White Commuter Working
1447,10,Continuing-Gen Cruiser
1448,10,Continuing-Gen Cruiser
1449,2,Latino First-Gen Striver
1450,8,Multiracial Bridge-Builder
1451,8,Multiracial Bridge-Builder
1452,2,Latino First-Gen Striver
1453,6,White Residential Traditional
1454,3,Asian High-Pressure Achiever
1455,10,Continuing-Gen Cruiser
1456,10,Continuing-Gen Cruiser
1457,3,Asian High-Pressure Achiever
1458,3,Asian High-Pressure Achiever
1459,1,Latina Commuter Caretaker
1460,3,Asian High-Pressure Achiever
1461,6,White Residential Traditional
1462,10,Continuing-Gen Cruiser
1463,10,Continuing-Gen Cruiser
1464,10,Continuing-Gen Cruiser
1465,10,Continuing-Gen Cruiser
1466,1,Latina Commuter Caretaker
1467,1,Latina Commuter Caretaker
1468,10,Continuing-Gen Cruiser
1469,1,Latina Commuter Caretaker
1470,1,Latina Commuter Caretaker
1471,7,White Commuter Working
1472,10,Continuing-Gen Cruiser
1473,2,Latino First-Gen Striver
1474,6,White Residential Traditional
1475,3,Asian High-Pressure Achiever
1476,2,Latino First-Gen Striver
1477,10,Continuing-Gen Cruiser
1478,9,Hispanic On-Campus Transitioner
1479,1,Latina Commuter Caretaker
1480,8,Multiracial Bridge-Builder
1481,1,Latina Commuter Caretaker
1482,9,Hispanic On-Campus Transitioner
1483,10,Continuing-Gen Cruiser
1484,1,Latina Commuter Caretaker
1485,2,Latino First-Gen Striver
1486,5,Black Campus Connector
1487,7,White Commuter Working
1488,10,Continuing-Gen Cruiser
1489,2,Latino First-Gen Striver
1490,10,Continuing-Gen Cruiser
1491,6,White Residential Traditional
1492,10,Continuing-Gen Cruiser
1493,1,Latina Commuter Caretaker
1494,10,Continuing-Gen Cruiser
1495,1,Latina Commuter Caretaker
1496,6,White Residential Traditional
1497,10,Continuing-Gen Cruiser
1498,8,Multiracial Bridge-Builder
1499,2,Latino First-Gen Striver
1500,6,White Residential Traditional
1501,6,White Residential Traditional
1502,9,Hispanic On-Campus Transitioner
1503,3,Asian High-Pressure Achiever
1504,3,Asian High-Pressure Achiever
1505,3,Asian High-Pressure Achiever
1506,6,White Residential Traditional
1507,1,Latina Commuter Caretaker
1508,6,White Residential Traditional
1509,10,Continuing-Gen Cruiser
1510,8,Multiracial Bridge-Builder
1511,10,Continuing-Gen Cruiser
1512,2,Latino First-Gen Striver
1513,3,Asian High-Pressure Achiever
1514,6,White Residential Traditional
1515,2,Latino First-Gen Striver
1516,9,Hispanic On-Campus Transitioner
1517,6,White Residential Traditional
1518,5,Black Campus Connector
1519,1,Latina Commuter Caretaker
1520,10,Continuing-Gen Cruiser
1521,7,White Commuter Working
1522,2,Latino First-Gen Striver
1523,1,Latina Commuter Caretaker
1524,6,White Residential Traditional
1525,10,Continuing-Gen Cruiser
1526,2,Latino First-Gen Striver
1527,10,Continuing-Gen Cruiser
1528,3,Asian High-Pressure Achiever
1529,10,Continuing-Gen Cruiser
1530,1,Latina Commuter Caretaker
1531,7,White Commuter Working
1532,3,Asian High-Pressure Achiever
1533,10,Continuing-Gen Cruiser
1534,2,Latino First-Gen Striver
1535,10,Continuing-Gen Cruiser
1536,1,Latina Commuter Caretaker
1537,1,Latina Commuter Caretaker
1538,2,Latino First-Gen Striver
1539,2,Latino First-Gen Striver
1540,7,White Commuter Working
1541,1,Latina Commuter Caretaker
1542,1,Latina Commuter Caretaker
1543,9,Hispanic On-Campus Transitioner
1544,10,Continuing-Gen Cruiser
1545,2,Latino First-Gen Striver
1546,6,White Residential Traditional
1547,2,Latino First-Gen Striver
1548,8,Multiracial Bridge-Builder
1549,4,Asian First-Gen Navigator
1550,2,Latino First-Gen Striver
1551,10,Continuing-Gen Cruiser
1552,1,Latina Commuter Caretaker
1553,7,White Commuter Working
1554,10,Continuing-Gen Cruiser
1555,10,Continuing-Gen Cruiser
1556,3,Asian High-Pressure Achiever
1557,10,Continuing-Gen Cruiser
1558,10,Continuing-Gen Cruiser
1559,1,Latina Commuter Caretaker
1560,8,Multiracial Bridge-Builder
1561,2,Latino First-Gen Striver
1562,8,Multiracial Bridge-Builder
1563,4,Asian First-Gen Navigator
1564,2,Latino First-Gen Striver
1565,2,Latino First-Gen Striver
1566,5,Black Campus Connector
1567,7,White Commuter Working
1568,3,Asian High-Pressure Achiever
1569,8,Multiracial Bridge-Builder
1570,10,Continuing-Gen Cruiser
1571,10,Continuing-Gen Cruiser
1572,3,Asian High-Pressure Achiever
1573,7,White Commuter Working
1574,1,Latina Commuter Caretaker
1575,1,Latina Commuter Caretaker
1576,1,Latina Commuter Caretaker
1577,3,Asian High-Pressure Achiever
1578,4,Asian First-Gen Navigator
1579,3,Asian High-Pressure Achiever
1580,2,Latino First-Gen Striver
1581,2,Latino First-Gen Striver
1582,9,Hispanic On-Campus Transitioner
1583,2,Latino First-Gen Striver
1584,1,Latina Commuter Caretaker
1585,3,Asian High-Pressure Achiever
1586,1,Latina Commuter Caretaker
1587,1,Latina Commuter Caretaker
1588,2,Latino First-Gen Striver
1589,2,Latino First-Gen Striver
1590,10,Continuing-Gen Cruiser
1591,6,White Residential Traditional
1592,1,Latina Commuter Caretaker
1593,1,Latina Commuter Caretaker
1594,8,Multiracial Bridge-Builder
1595,4,Asian First-Gen Navigator
1596,10,Continuing-Gen Cruiser
1597,3,Asian High-Pressure Achiever
1598,10,Continuing-Gen Cruiser
1599,1,Latina Commuter Caretaker
1600,9,Hispanic On-Campus Transitioner
1601,10,Continuing-Gen Cruiser
1602,1,Latina Commuter Caretaker
1603,1,Latina Commuter Caretaker
1604,10,Continuing-Gen Cruiser
1605,10,Continuing-Gen Cruiser
1606,1,Latina Commuter Caretaker
1607,3,Asian High-Pressure Achiever
1608,9,Hispanic On-Campus Transitioner
1609,10,Continuing-Gen Cruiser
1610,1,Latina Commuter Caretaker
1611,10,Continuing-Gen Cruiser
1612,3,Asian High-Pressure Achiever
1613,8,Multiracial Bridge-Builder
1614,7,White Commuter Working
1615,4,Asian First-Gen Navigator
1616,9,Hispanic On-Campus Transitioner
1617,10,Continuing-Gen Cruiser
1618,9,Hispanic On-Campus Transitioner
1619,3,Asian High-Pressure Achiever
