panel,group,credit,value,weight,bin_label,se,ci_low,ci_high
scatter_distress,FASt,17.0,3.8,1.89219770339817,NA,NA,NA,NA
scatter_distress,FASt,47.0,5.5,1.91655103820188,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.0,0.624631198711083,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.5,0.62428596699275,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.693180060285067,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.8,0.737248181106385,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.5,0.616802692765879,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,5.0,0.604707157430577,NA,NA,NA,NA
scatter_distress,FASt,28.0,3.8333333333333335,1.92526199332688,NA,NA,NA,NA
scatter_distress,FASt,32.0,5.8,1.62249909293357,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.8333333333333335,0.730797791951035,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,5.0,0.884023714973773,NA,NA,NA,NA
scatter_distress,FASt,26.0,5.666666666666667,1.94756061773521,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.1666666666666665,0.701299597639873,NA,NA,NA,NA
scatter_distress,FASt,17.0,5.4,1.82955397070886,NA,NA,NA,NA
scatter_distress,FASt,23.0,3.6666666666666665,1.88415213376239,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.8,0.827287163360439,NA,NA,NA,NA
scatter_distress,FASt,60.0,5.166666666666667,1.83037165093366,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.166666666666667,0.573434427090112,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,5.0,0.91339597265868,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,5.166666666666667,0.608201460579508,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.5,0.69732376410277,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.0,0.645845920821483,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.5,0.569204576492753,NA,NA,NA,NA
scatter_distress,FASt,31.0,4.166666666666667,2.01278392815309,NA,NA,NA,NA
scatter_distress,FASt,27.0,6.0,2.04855221477627,NA,NA,NA,NA
scatter_distress,FASt,36.0,2.8333333333333335,1.97378000568316,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.0,0.763316867957854,NA,NA,NA,NA
scatter_distress,FASt,68.0,5.0,1.9288970612414,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.521989032186312,NA,NA,NA,NA
scatter_distress,FASt,16.0,3.6666666666666665,1.8595630979032,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.0,0.579536801132793,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.6666666666666665,0.72321368560705,NA,NA,NA,NA
scatter_distress,FASt,15.0,4.8,1.89732933042745,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.8333333333333335,0.616529485016495,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.660466775356887,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.0,0.712359677195591,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.4,0.659576331616041,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.3333333333333335,0.722501995248555,NA,NA,NA,NA
scatter_distress,FASt,18.0,2.3333333333333335,1.80710290966333,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.833333333333333,0.558011791710386,NA,NA,NA,NA
scatter_distress,FASt,18.0,3.1666666666666665,1.7980039050156,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.0,0.805705727337726,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.4,0.577444031063752,NA,NA,NA,NA
scatter_distress,FASt,42.0,4.5,1.9095136324001,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.166666666666667,0.552033084263124,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,5.0,0.608344244146838,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.4,0.79026077617989,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,5.2,0.623285686243157,NA,NA,NA,NA
scatter_distress,FASt,15.0,4.166666666666667,2.12801065891755,NA,NA,NA,NA
scatter_distress,FASt,19.0,4.833333333333333,1.8908911568476,NA,NA,NA,NA
scatter_distress,FASt,43.0,3.8333333333333335,1.94114064418888,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.525414738213139,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.166666666666667,0.602642076702887,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.6666666666666665,0.725111979393089,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.8,0.638686972187875,NA,NA,NA,NA
scatter_distress,FASt,28.0,5.5,1.98260853772126,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.166666666666667,0.645462570728472,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.678449599855025,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.25,0.659436774220131,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,2.0,0.864320869156224,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.0,0.551485912366392,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.6666666666666665,0.748227149739498,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.5,0.712769791307136,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.3333333333333335,0.569906372330941,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,2.6666666666666665,0.75357168293385,NA,NA,NA,NA
scatter_distress,FASt,35.0,2.8333333333333335,1.94645353314639,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,5.333333333333333,0.736719565716898,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.0,0.624975440296892,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,5.166666666666667,0.651512821954454,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.4,0.769472178804839,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,2.1666666666666665,0.524445208773492,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.8,0.586221295500939,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.333333333333333,0.535171025690798,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.833333333333333,0.665637364286563,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.833333333333333,0.740327708994958,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.2,0.694886878953379,NA,NA,NA,NA
scatter_distress,FASt,40.0,1.0,1.73874755410763,NA,NA,NA,NA
scatter_distress,FASt,27.0,4.666666666666667,1.89862887781335,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.2,0.575822766317118,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,5.833333333333333,0.716380976521393,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.0,0.577933891754631,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.0,0.699873333423991,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.8,0.727476305263611,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.5,0.948833964554684,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.6,0.633383304193443,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,2.6666666666666665,0.555068642242689,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.1666666666666665,0.662592822959347,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.6666666666666665,0.604774584667424,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.666666666666667,0.563661311803502,NA,NA,NA,NA
scatter_distress,FASt,22.0,3.0,1.83299701193507,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.5,0.581103570182987,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,5.5,0.592093621709073,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.8333333333333335,0.808701284237514,NA,NA,NA,NA
scatter_distress,FASt,77.0,3.6666666666666665,1.67870798512145,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.81084679005931,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.4,0.672039102192392,NA,NA,NA,NA
scatter_distress,FASt,44.0,6.0,1.76610051905823,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.5,0.796662294334432,NA,NA,NA,NA
scatter_distress,FASt,32.0,2.1666666666666665,1.95662762166803,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.5,0.710005094227847,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.333333333333333,0.789803705466308,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6666666666666665,0.687118370973555,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.666666666666667,0.69862094165609,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.166666666666667,0.511957476874677,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.5,0.57873640133312,NA,NA,NA,NA
scatter_distress,FASt,35.0,5.0,1.95041142263204,NA,NA,NA,NA
scatter_distress,FASt,25.0,2.5,1.87344559216901,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.6,0.822594105162377,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.0,0.735599147144705,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.0,0.844842728274326,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.3333333333333335,0.629355781262908,NA,NA,NA,NA
scatter_distress,FASt,46.0,5.0,1.96316590062042,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.8333333333333335,0.710490124311755,NA,NA,NA,NA
scatter_distress,FASt,80.0,4.5,1.81365978598007,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.685157852957138,NA,NA,NA,NA
scatter_distress,FASt,25.0,3.2,1.94631479571194,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,5.0,0.543732693309826,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.6666666666666665,0.761048937594641,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,3.75,0.712790116536129,NA,NA,NA,NA
scatter_distress,FASt,34.0,2.8333333333333335,1.98157502452132,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.166666666666667,0.778847768324981,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.8333333333333335,0.645708300109599,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.5,0.708460244965637,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.0,0.632687531957955,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.166666666666667,0.83513292023154,NA,NA,NA,NA
scatter_distress,FASt,48.0,2.8333333333333335,1.89045163153606,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.1666666666666665,0.576655668581149,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.1666666666666665,0.735984325441572,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.773270093952605,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,1.0,0.720199304049892,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.5,0.657016495153775,NA,NA,NA,NA
scatter_distress,FASt,18.0,6.0,1.87677587999935,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.166666666666667,0.761332561635569,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.0,0.578587191057077,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.6666666666666665,0.63148118227016,NA,NA,NA,NA
scatter_distress,FASt,54.0,4.833333333333333,1.72633134405179,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,2.0,0.567010059659711,NA,NA,NA,NA
scatter_distress,FASt,19.0,3.1666666666666665,2.09217193011765,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.0,0.692454094704467,NA,NA,NA,NA
scatter_distress,FASt,20.0,3.8333333333333335,1.8810696950101,NA,NA,NA,NA
scatter_distress,FASt,14.0,2.5,1.8024666979108,NA,NA,NA,NA
scatter_distress,FASt,18.0,5.4,1.99353040777375,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.75,0.590202108297203,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,2.5,0.540757890809068,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,1.8333333333333333,0.71401839741856,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.0,0.803018625529643,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.5,0.504930413803993,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.5,0.722235366190342,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,1.1666666666666667,0.9137098049555,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.6,0.842259415585267,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.5,0.704547712797883,NA,NA,NA,NA
scatter_distress,FASt,64.0,3.8333333333333335,1.74914204154667,NA,NA,NA,NA
scatter_distress,FASt,25.0,3.8,1.87300355486766,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,2.6666666666666665,0.936402679036614,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.0,0.871447064057719,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.833333333333333,0.543732693309826,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.726976614644168,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.5,0.598117545836346,NA,NA,NA,NA
scatter_distress,FASt,48.0,2.5,2.07588900889089,NA,NA,NA,NA
scatter_distress,FASt,44.0,5.833333333333333,1.83244656661427,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.1666666666666665,0.591981626244899,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.1666666666666665,0.602980400579358,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.3333333333333335,0.808358201118414,NA,NA,NA,NA
scatter_distress,FASt,37.0,3.6666666666666665,1.77080956979842,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.8333333333333335,0.539542236870195,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.8333333333333335,0.66373593458019,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.6666666666666665,0.834352378713896,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.5,0.79491739085201,NA,NA,NA,NA
scatter_distress,FASt,39.0,3.0,1.95755106159307,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,2.8,0.569366014445748,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.4,0.779938286456043,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.4,0.663445259818566,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.6666666666666665,0.747038084965174,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.5,0.83691682706351,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,4.166666666666667,0.812548413440898,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.75,0.729225189296596,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,5.2,0.895753152730426,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.333333333333333,0.750741984202597,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.1666666666666665,0.837066126865787,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.2,0.66014826881475,NA,NA,NA,NA
scatter_distress,FASt,70.0,4.166666666666667,1.74131132757359,NA,NA,NA,NA
scatter_distress,FASt,34.0,4.166666666666667,2.00275515826143,NA,NA,NA,NA
scatter_distress,FASt,43.0,4.8,1.8210645114891,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.6,0.564893118902102,NA,NA,NA,NA
scatter_distress,FASt,27.0,5.0,1.93728153154141,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,6.0,0.916146302808517,NA,NA,NA,NA
scatter_distress,FASt,29.0,2.8333333333333335,2.01841171239024,NA,NA,NA,NA
scatter_distress,FASt,14.0,5.2,1.94277063450957,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,2.6,0.68912736297457,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.0,0.575947928144735,NA,NA,NA,NA
scatter_distress,FASt,22.0,5.5,1.78936080350491,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.666666666666667,0.577444031063752,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.333333333333333,0.781768886360309,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,4.0,0.68898651027953,NA,NA,NA,NA
scatter_distress,FASt,35.0,2.6666666666666665,1.93283180829308,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.0,0.936352508723018,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.0,0.642004495018518,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,5.0,0.64204938869498,NA,NA,NA,NA
scatter_distress,FASt,24.0,5.0,1.93032288280702,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.5,0.544704577671327,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.8333333333333335,0.81116762238257,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.0,0.630427477268855,NA,NA,NA,NA
scatter_distress,FASt,22.0,4.8,1.88635985198916,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.3333333333333335,0.504339351927052,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6666666666666665,0.767699987334801,NA,NA,NA,NA
scatter_distress,FASt,28.0,4.6,1.94944944173151,NA,NA,NA,NA
scatter_distress,FASt,36.0,3.5,1.94045169077267,NA,NA,NA,NA
scatter_distress,FASt,21.0,3.5,1.84173017784603,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,5.2,0.852796641322038,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.2,0.929451355577045,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.333333333333333,0.519932531761479,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,5.0,0.582714386585227,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,2.8333333333333335,0.623249685472226,NA,NA,NA,NA
scatter_distress,FASt,26.0,4.0,1.87983744827814,NA,NA,NA,NA
scatter_distress,FASt,77.0,5.5,1.79229556293465,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.833615959408902,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.3333333333333335,0.669142005232552,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.1666666666666665,0.596583236182882,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.6,0.602004310308646,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.0,0.731858707334105,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.2,0.878539242136071,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.8333333333333335,0.491211130258358,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.166666666666667,0.895463713582706,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,2.5,0.628770502645382,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.3333333333333335,0.679960243842823,NA,NA,NA,NA
scatter_distress,FASt,80.0,3.3333333333333335,1.74180441749217,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.1666666666666665,0.698853135936013,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.5,0.634431017687356,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.3333333333333335,0.717751010851552,NA,NA,NA,NA
scatter_distress,FASt,19.0,5.4,1.90519669213484,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.5,0.560466542884251,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.333333333333333,0.627731387193409,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.0,0.878057270671547,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.750586487549124,NA,NA,NA,NA
scatter_distress,FASt,26.0,3.0,1.79953662361645,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.0,0.590584648586074,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.0,0.59660830991984,NA,NA,NA,NA
scatter_distress,FASt,21.0,4.166666666666667,1.78737698317564,NA,NA,NA,NA
scatter_distress,FASt,25.0,2.3333333333333335,1.64347630580942,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.1666666666666665,0.926304356325783,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.75,0.879642008296089,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.833333333333333,0.948345510469879,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.333333333333333,0.780134196227454,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.6666666666666665,0.582952819265184,NA,NA,NA,NA
scatter_distress,FASt,49.0,4.8,1.98599566893097,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,2.8333333333333335,0.595045266845836,NA,NA,NA,NA
scatter_distress,FASt,61.0,3.0,1.75124663125972,NA,NA,NA,NA
scatter_distress,FASt,38.0,6.0,2.0433715619018,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,4.2,0.581291434965329,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,1.6666666666666667,0.687295880447365,NA,NA,NA,NA
scatter_distress,FASt,45.0,3.8,1.89134444965778,NA,NA,NA,NA
scatter_distress,FASt,21.0,3.0,1.87966208281361,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.3333333333333335,0.823498079524093,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.0,0.74405000996688,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,5.0,0.565409886290983,NA,NA,NA,NA
scatter_distress,FASt,12.0,1.8333333333333333,1.99826314802485,NA,NA,NA,NA
scatter_distress,FASt,14.0,2.0,1.83122919663447,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.5,0.766943113524444,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.166666666666667,0.588449209389698,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.0,0.517609755982697,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,4.833333333333333,0.821779746718311,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.166666666666667,0.706151965615314,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,5.166666666666667,0.93010227249564,NA,NA,NA,NA
scatter_distress,FASt,27.0,5.6,1.89178199610752,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.82770786402776,NA,NA,NA,NA
scatter_distress,FASt,46.0,3.0,1.96725498831818,NA,NA,NA,NA
scatter_distress,FASt,41.0,2.6666666666666665,1.97856274647244,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,1.6666666666666667,0.602508320080079,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.0,0.720002529631949,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.2,0.596270370855067,NA,NA,NA,NA
scatter_distress,FASt,47.0,2.5,1.90341031645674,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,4.0,0.591852000798551,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,2.0,0.635190205792298,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.1666666666666665,0.86177092816044,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.6666666666666665,0.698439615158905,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.763303260836184,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.166666666666667,0.68249987809334,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,3.4,0.658628218935447,NA,NA,NA,NA
scatter_distress,FASt,32.0,4.0,1.75761398908236,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,1.8,0.880859865157709,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.8,0.574935460568001,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.0,0.821781905293793,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,3.1666666666666665,0.766026100266911,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.666666666666667,0.619437964875231,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,4.0,0.847230257353064,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.1666666666666665,0.678590782150158,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.857760626275158,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,3.8333333333333335,0.621158640024852,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,3.5,0.601463060118575,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,3.0,0.809427940419972,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.333333333333333,0.592851761821145,NA,NA,NA,NA
scatter_distress,Non-FASt,8.0,4.0,0.738480659713522,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.1666666666666665,0.674960467976336,NA,NA,NA,NA
scatter_distress,FASt,35.0,5.333333333333333,1.98271229856106,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,2.8333333333333335,0.555703210088725,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.8333333333333335,0.594542698993406,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,2.8333333333333335,0.835370354951905,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,3.0,0.617309277673834,NA,NA,NA,NA
scatter_distress,FASt,35.0,4.5,1.88023801007534,NA,NA,NA,NA
scatter_distress,FASt,61.0,3.6666666666666665,1.98362651537145,NA,NA,NA,NA
scatter_distress,Non-FASt,9.0,3.6666666666666665,0.775206712978594,NA,NA,NA,NA
scatter_distress,FASt,37.0,4.5,1.93431174726388,NA,NA,NA,NA
scatter_distress,Non-FASt,11.0,2.0,0.552156390787105,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.6666666666666665,0.677173422192082,NA,NA,NA,NA
scatter_distress,Non-FASt,10.0,3.6,0.616156633076722,NA,NA,NA,NA
scatter_distress,FASt,25.0,4.166666666666667,1.92376292425418,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,2.0,0.491102810508093,NA,NA,NA,NA
scatter_distress,FASt,19.0,2.1666666666666665,1.77803629275405,NA,NA,NA,NA
scatter_distress,FASt,32.0,4.833333333333333,1.99093404310234,NA,NA,NA,NA
scatter_distress,FASt,40.0,1.8,1.77396497607314,NA,NA,NA,NA
scatter_distress,Non-FASt,3.0,3.8,0.829175975648917,NA,NA,NA,NA
scatter_distress,Non-FASt,7.0,4.0,0.554861754129126,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,4.666666666666667,0.539717931758003,NA,NA,NA,NA
scatter_distress,Non-FASt,4.0,4.166666666666667,0.4941874018095,NA,NA,NA,NA
scatter_distress,Non-FASt,2.0,4.166666666666667,0.632905120288591,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.1666666666666665,0.585118954808965,NA,NA,NA,NA
scatter_distress,FASt,75.0,4.4,1.89988124636836,NA,NA,NA,NA
scatter_distress,Non-FASt,5.0,3.0,0.732888665688155,NA,NA,NA,NA
scatter_distress,Non-FASt,0.0,3.0,0.699970714578844,NA,NA,NA,NA
scatter_distress,Non-FASt,1.0,2.8333333333333335,0.763139908173521,NA,NA,NA,NA
scatter_distress,Non-FASt,6.0,4.833333333333333,0.588646970735635,NA,NA,NA,NA
scatter_distress,FASt,50.0,4.166666666666667,1.91736293780001,NA,NA,NA,NA
