"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","firstgen","re_all","living18","sex","StemMaj","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,7,0.4734,7,7,0.9346,1,0,0,6,1.524,3,0.7062,1,"White","With family (commuting)","Male",0,0,0,-1.2,-1.83398,0,2,-0.3,0.7,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,951,0,1,0,11,"White Rural First-Gen","non_DE"
0,8,1.4734,7,6,-0.0654000000000003,0,1,0,5,0.524,2,-0.2938,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",1,3,0,-0.9,-1.53398,0,-11,-1.6,-0.6,4,4,3,2,3,2,3,2,2,2,1,2,2,2,2,6,5,5,5,5,5,NA,3,4,4,4,2,1,2,2,952,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
0,8,1.4734,7,5,-1.0654,1,0,0,5,0.524,1,-1.2938,0,"White","Off-campus (rent/apartment)","Male",0,0,0,-1.2,-1.83398,0,-15,-2,-1,4,4,4,3,3,3,4,4,3,3,2,3,3,4,3,3,3,3,2,3,2,5,5,5,4,NA,1,3,3,2,953,0,3,1,10,"Continuing-Gen Cruiser","non_DE"
1,6,-0.5266,7,7,0.9346,0,0,0,3,-1.476,1,-1.2938,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,40,1,2.8,2.16602,2.16602,14,0.9,1.9,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,NA,4,4,3,5,5,5,NA,5,1,2,2,4,954,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.5266,7,7,0.9346,0,0,1,5,0.524,3,0.7062,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,2,0,-1,-1.63398,0,-5,-1,0,2,3,2,3,3,3,4,3,2,3,3,3,2,3,3,4,3,4,3,4,NA,6,7,6,6,7,3,3,1,3,955,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,6,-0.5266,6,6,-0.0654000000000003,0,1,0,4,-0.476,1,-1.2938,0,"Hispanic/Latino","With family (commuting)","Female",1,3,0,-0.9,-1.53398,0,33,2.8,3.8,3,3,3,3,3,2,2,3,3,3,3,2,2,4,4,3,3,3,4,4,4,5,5,5,5,5,1,2,3,3,956,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.4734,7,6,-0.0654000000000003,0,1,0,5,0.524,1,-1.2938,0,"White","With family (commuting)","Female",0,6,0,-0.6,-1.23398,0,11,0.6,1.6,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,1,5,5,4,5,5,1,2,3,3,957,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,5,-1.5266,7,7,0.9346,0,0,0,3,-1.476,2,-0.2938,0,"Hispanic/Latino","With family (commuting)","Female",1,1,0,-1.1,-1.73398,0,-7,-1.2,-0.2,2,2,3,3,3,4,4,3,3,3,3,3,3,2,2,4,3,NA,3,3,4,4,4,5,4,4,2,3,1,4,958,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.5266,6,5,-1.0654,0,0,0,6,1.524,3,0.7062,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,11,0,-0.1,-0.733980000000005,0,20,1.5,2.5,3,3,3,3,3,4,3,3,3,2,1,2,2,4,4,4,4,NA,3,3,3,3,3,3,4,3,3,3,1,3,959,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.4734,7,7,0.9346,0,0,0,2,-2.476,3,0.7062,1,"White","Off-campus (rent/apartment)","Female",0,48,1,3.6,2.96602,2.96602,9,0.4,1.4,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,4,4,4,3,4,4,4,4,4,4,5,3,3,1,3,960,2,4,1,7,"White Off-Campus Working","FASt_12plus"
0,6,-0.5266,7,6,-0.0654000000000003,1,0,0,5,0.524,2,-0.2938,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,3,0,-0.9,-1.53398,0,17,1.2,2.2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,4,3,4,4,4,NA,6,7,7,7,6,2,4,2,2,961,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.5266,6,8,1.9346,1,0,0,3,-1.476,1,-1.2938,0,"Asian","With family (commuting)","Female",0,7,0,-0.5,-1.13398,0,6,0.1,1.1,1,1,1,4,4,4,4,4,3,2,3,3,3,3,3,4,NA,4,NA,5,5,7,6,7,6,6,1,2,2,3,962,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,7,0.4734,7,6,-0.0654000000000003,0,1,0,2,-2.476,2,-0.2938,1,"White","Off-campus (rent/apartment)","Female",0,33,1,2.1,1.46602,1.46602,21,1.6,2.6,2,2,1,2,2,2,2,2,3,3,3,3,4,3,3,5,4,4,4,4,4,4,4,4,5,4,2,3,2,2,963,2,7,1,7,"White Off-Campus Working","FASt_12plus"
0,5,-1.5266,7,7,0.9346,0,0,0,5,0.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",1,16,1,0.4,-0.233980000000005,-0.233980000000005,-4,-0.9,0.1,1,2,2,3,3,3,4,3,3,3,3,3,4,2,2,6,5,5,5,6,NA,4,4,4,5,4,2,3,2,3,964,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.4734,7,7,0.9346,0,0,1,4,-0.476,2,-0.2938,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,51,1,3.9,3.26602,3.26602,19,1.4,2.4,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,4,3,4,4,3,3,4,5,5,5,5,2,2,1,2,965,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,7,0.4734,7,6,-0.0654000000000003,0,0,0,5,0.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,4,0,-0.8,-1.43398,0,17,1.2,2.2,3,3,3,4,3,3,3,3,2,2,1,2,2,3,3,NA,5,NA,5,5,5,6,6,6,6,NA,2,1,3,2,966,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.4734,7,6,-0.0654000000000003,0,0,0,5,0.524,3,0.7062,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,10,0,-0.2,-0.833980000000005,0,23,1.8,2.8,3,3,3,3,4,3,3,3,4,2,3,3,3,4,4,2,3,2,3,2,3,5,4,5,5,4,3,2,3,2,967,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.4734,6,8,1.9346,0,0,1,7,2.524,2,-0.2938,1,"Black/African American","Off-campus (rent/apartment)","Male",0,3,0,-0.9,-1.53398,0,-9,-1.4,-0.4,2,2,2,4,4,4,4,4,3,3,3,3,4,2,2,4,3,4,3,4,3,5,6,5,5,4,2,1,1,2,968,1,3,1,12,"Black Male Striver","non_FASt_1_11"
1,7,0.4734,7,7,0.9346,1,1,0,3,-1.476,1,-1.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,22,1,1,0.366019999999995,0.366019999999995,-4,-0.9,0.1,4,4,4,3,2,3,2,2,1,1,1,1,1,3,3,5,NA,NA,5,4,4,3,4,4,3,NA,1,1,2,1,969,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.4734,7,7,0.9346,0,0,0,5,0.524,3,0.7062,1,"White","Off-campus (rent/apartment)","Female",0,1,0,-1.1,-1.73398,0,15,1,2,2,3,2,3,2,4,3,3,1,2,1,1,1,3,3,2,3,3,2,2,3,4,4,5,4,5,3,2,2,3,970,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
1,6,-0.5266,7,6,-0.0654000000000003,0,0,0,5,0.524,2,-0.2938,0,"Asian","With family (commuting)","Female",0,10,0,-0.2,-0.833980000000005,0,27,2.2,3.2,3,3,3,3,3,4,3,3,4,3,4,3,4,4,4,4,5,4,5,5,4,7,7,7,7,7,2,2,3,3,971,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,5,-1.5266,7,8,1.9346,0,0,0,3,-1.476,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.23398,0,24,1.9,2.9,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,2,2,2,3,972,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.5266,7,5,-1.0654,0,0,1,6,1.524,3,0.7062,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",1,3,0,-0.9,-1.53398,0,0,-0.5,0.5,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4,2,3,3,5,5,4,5,5,3,2,2,4,973,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.5266,7,8,1.9346,1,0,0,6,1.524,3,0.7062,0,"White","Off-campus (rent/apartment)","Male",0,56,1,4.4,3.76602,3.76602,-2,-0.7,0.3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,2,4,4,3,3,3,4,4,4,5,4,4,3,2,2,1,974,2,6,1,13,"White Working-Class Striver","FASt_12plus"
1,8,1.4734,7,6,-0.0654000000000003,1,0,0,4,-0.476,2,-0.2938,0,"Black/African American","Off-campus (rent/apartment)","Male",0,20,1,0.8,0.166019999999996,0.166019999999996,5,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,NA,4,5,4,3,3,3,3,2,4,2,2,975,2,5,1,12,"Black Male Striver","FASt_12plus"
1,6,-0.5266,7,5,-1.0654,1,0,0,4,-0.476,4,1.7062,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,10,0,-0.2,-0.833980000000005,0,1,-0.4,0.6,4,4,4,3,2,2,3,3,2,2,2,2,2,3,3,4,5,4,4,4,4,6,6,5,6,5,4,1,2,2,976,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.4734,7,7,0.9346,0,1,0,4,-0.476,2,-0.2938,0,"Asian","With family (commuting)","Male",1,40,1,2.8,2.16602,2.16602,1,-0.4,0.6,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,4,NA,5,5,5,5,4,4,4,4,5,2,2,1,2,977,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.4734,7,8,1.9346,0,1,1,2,-2.476,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,80,1,6.8,6.16602,6.16602,0,-0.5,0.5,2,2,2,3,3,4,3,3,3,3,2,2,2,3,3,5,6,5,5,5,6,3,2,2,2,2,2,1,2,2,978,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.5266,7,6,-0.0654000000000003,0,0,0,5,0.524,2,-0.2938,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,32,1,2,1.36602,1.36602,-12,-1.7,-0.7,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,3,NA,2,3,2,3,6,6,6,5,7,2,3,3,2,979,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,8,1.4734,7,5,-1.0654,1,0,0,6,1.524,4,1.7062,0,"Hispanic/Latino","With family (commuting)","Female",0,3,0,-0.9,-1.53398,0,-7,-1.2,-0.2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,4,5,4,4,4,5,4,2,1,3,980,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.5266,6,6,-0.0654000000000003,1,0,0,4,-0.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",1,42,1,3,2.36602,2.36602,8,0.3,1.3,2,2,2,3,4,3,3,4,3,4,4,3,3,2,2,4,4,4,4,4,5,3,3,3,4,4,3,2,2,1,981,2,6,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,7,0.4734,5,6,-0.0654000000000003,0,0,0,5,0.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,8,0,-0.4,-1.03398,0,23,1.8,2.8,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,NA,NA,4,3,4,2,2,4,4,982,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.4734,7,6,-0.0654000000000003,0,0,1,6,1.524,4,1.7062,0,"Asian","With family (commuting)","Female",0,59,1,4.7,4.06602,4.06602,-6,-1.1,-0.1,2,3,2,3,3,2,3,3,3,3,3,3,3,2,3,4,4,4,4,NA,4,5,5,6,5,5,4,1,1,2,983,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,5,-1.5266,7,6,-0.0654000000000003,1,0,0,2,-2.476,3,0.7062,1,"White","With family (commuting)","Male",1,18,1,0.6,-0.0339800000000046,-0.0339800000000046,6,0.1,1.1,3,3,3,3,3,2,4,3,3,3,3,3,3,1,2,NA,3,4,4,4,4,2,3,2,2,3,3,2,2,2,984,2,6,1,11,"White Rural First-Gen","FASt_12plus"
1,6,-0.5266,7,7,0.9346,1,0,0,6,1.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",1,3,0,-0.9,-1.53398,0,2,-0.3,0.7,2,2,3,4,4,3,4,3,3,3,3,2,3,3,3,5,5,5,5,5,5,4,4,NA,5,4,2,1,1,2,985,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.5266,7,6,-0.0654000000000003,1,0,1,7,2.524,3,0.7062,0,"White","Off-campus (rent/apartment)","Male",0,8,0,-0.4,-1.03398,0,-13,-1.8,-0.8,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,4,4,5,4,NA,4,4,5,5,5,5,3,1,2,3,986,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,7,0.4734,7,6,-0.0654000000000003,0,0,0,3,-1.476,3,0.7062,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,8,0,-0.4,-1.03398,0,-5,-1,0,2,3,3,3,4,3,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,6,6,6,6,5,3,3,1,2,987,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.4734,7,5,-1.0654,0,0,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.73398,0,5,0,1,3,4,3,3,3,3,3,3,2,2,3,2,2,2,2,5,6,5,6,6,5,4,4,4,4,5,3,2,2,3,988,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.5266,6,6,-0.0654000000000003,1,0,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,8,0,-0.4,-1.03398,0,17,1.2,2.2,4,3,3,2,3,3,2,3,3,2,3,2,3,4,3,3,3,NA,4,4,4,5,5,5,4,5,3,1,1,3,989,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.5266,7,7,0.9346,1,0,0,7,2.524,2,-0.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,8,0,-0.4,-1.03398,0,-1,-0.6,0.4,3,3,3,3,4,3,4,4,3,3,3,4,3,2,2,4,4,5,4,4,4,4,3,3,NA,3,2,3,4,2,990,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.4734,7,6,-0.0654000000000003,1,1,0,6,1.524,3,0.7062,0,"White","Off-campus (rent/apartment)","Female",0,9,0,-0.3,-0.933980000000004,0,12,0.7,1.7,2,4,2,2,2,3,2,3,2,1,3,2,2,3,3,2,2,3,3,3,3,4,4,3,4,4,3,1,2,1,991,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
1,6,-0.5266,7,5,-1.0654,1,0,0,6,1.524,2,-0.2938,0,"Black/African American","On-campus (residence hall)","Female",0,7,0,-0.5,-1.13398,0,3,-0.2,0.8,2,2,2,3,4,3,4,3,4,3,2,3,3,3,3,3,3,4,3,3,3,6,6,6,NA,6,2,1,3,1,992,1,1,0,5,"Black Campus Connector","non_FASt_1_11"
1,8,1.4734,7,5,-1.0654,0,0,1,5,0.524,4,1.7062,0,"Asian","With family (commuting)","Female",1,21,1,0.9,0.266019999999995,0.266019999999995,-1,-0.6,0.4,2,3,2,4,4,4,4,4,3,3,3,3,2,3,3,6,5,6,6,6,5,4,5,5,4,5,4,2,3,2,993,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,6,-0.5266,7,6,-0.0654000000000003,1,0,1,3,-1.476,3,0.7062,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,11,0,-0.1,-0.733980000000005,0,20,1.5,2.5,3,3,3,3,2,3,3,3,2,3,3,3,3,4,4,5,4,4,4,4,3,6,7,7,6,7,3,3,1,1,994,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.5266,7,5,-1.0654,1,0,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,3,0,-0.9,-1.53398,0,0,-0.5,0.5,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,5,5,3,2,2,2,995,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.5266,6,6,-0.0654000000000003,0,1,0,6,1.524,1,-1.2938,1,"Hispanic/Latino","With family (commuting)","Female",0,2,0,-1,-1.63398,0,33,2.8,3.8,2,2,1,3,3,2,2,2,3,2,2,3,3,2,3,5,5,5,5,5,5,4,3,3,3,3,1,3,2,4,996,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.5266,6,5,-1.0654,0,1,0,3,-1.476,2,-0.2938,0,"White","On-campus (residence hall)","Female",0,22,1,1,0.366019999999995,0.366019999999995,8,0.3,1.3,4,4,3,4,3,3,4,3,3,2,3,3,3,4,4,4,4,4,4,3,5,6,6,6,NA,6,2,3,2,3,997,2,6,1,6,"White Residential Traditional","FASt_12plus"
1,6,-0.5266,7,6,-0.0654000000000003,1,0,0,5,0.524,2,-0.2938,0,"White","Off-campus (rent/apartment)","Male",0,34,1,2.2,1.56602,1.56602,29,2.4,3.4,3,2,3,2,2,2,2,2,4,3,3,4,3,2,3,4,4,4,4,4,4,4,4,NA,4,NA,2,1,2,3,998,2,5,1,7,"White Off-Campus Working","FASt_12plus"
1,7,0.4734,7,5,-1.0654,1,1,1,5,0.524,2,-0.2938,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,0,0,-1.2,-1.83398,0,30,2.5,3.5,3,3,3,3,4,3,3,3,2,2,2,1,2,2,3,5,4,4,5,4,5,5,5,4,5,6,2,3,3,2,999,0,2,1,8,"Multiracial Bridge-Builder","non_DE"
0,6,-0.5266,7,6,-0.0654000000000003,1,0,0,5,0.524,3,0.7062,0,"White","Off-campus (rent/apartment)","Female",1,8,0,-0.4,-1.03398,0,28,2.3,3.3,2,2,2,4,3,3,4,4,2,3,2,2,2,3,3,5,5,5,5,5,5,4,4,4,NA,4,3,2,3,1,1000,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
1,7,0.4734,7,6,-0.0654000000000003,1,0,0,4,-0.476,2,-0.2938,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,34,1,2.2,1.56602,1.56602,24,1.9,2.9,4,3,3,2,3,2,2,2,4,4,3,4,3,3,3,3,3,3,3,3,2,7,7,7,7,7,2,1,4,3,1001,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.4734,7,6,-0.0654000000000003,0,0,0,3,-1.476,2,-0.2938,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,58,1,4.6,3.96602,3.96602,32,2.7,3.7,3,2,3,3,3,2,2,3,2,2,2,2,2,3,3,4,3,NA,4,4,4,5,6,5,5,6,2,4,2,3,1002,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,5,-1.5266,7,5,-1.0654,0,0,0,4,-0.476,3,0.7062,0,"Hispanic/Latino","With family (commuting)","Female",0,6,0,-0.6,-1.23398,0,23,1.8,2.8,2,3,3,3,4,3,3,3,3,3,2,3,3,2,2,4,4,4,4,4,5,4,NA,4,4,3,3,1,2,3,1003,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.4734,7,5,-1.0654,0,0,1,6,1.524,2,-0.2938,1,"White","With family (commuting)","Male",1,10,0,-0.2,-0.833980000000005,0,27,2.2,3.2,3,2,2,2,2,1,2,2,3,3,2,2,3,3,3,3,4,4,4,4,3,6,5,6,6,5,2,1,2,1,1004,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.5266,7,8,1.9346,1,0,0,5,0.524,3,0.7062,1,"White","With family (commuting)","Female",1,1,0,-1.1,-1.73398,0,-6,-1.1,-0.1,2,2,2,4,3,3,4,4,2,2,3,2,3,2,2,4,4,5,4,5,5,4,5,4,5,5,3,2,2,3,1005,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
1,7,0.4734,5,5,-1.0654,1,0,1,6,1.524,1,-1.2938,0,"White","Off-campus (rent/apartment)","Female",0,31,1,1.9,1.26602,1.26602,-10,-1.5,-0.5,2,2,2,3,4,3,3,3,1,1,1,1,1,2,3,NA,3,4,3,4,4,4,NA,4,4,4,1,3,3,3,1006,2,4,1,13,"White Working-Class Striver","FASt_12plus"
1,6,-0.5266,7,6,-0.0654000000000003,0,0,1,7,2.524,3,0.7062,0,"Asian","With family (commuting)","Female",0,7,0,-0.5,-1.13398,0,32,2.7,3.7,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,6,5,6,6,NA,3,3,2,2,1007,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.5266,7,5,-1.0654,0,1,0,3,-1.476,3,0.7062,0,"Asian","With family (commuting)","Female",0,7,0,-0.5,-1.13398,0,28,2.3,3.3,2,1,2,3,3,4,4,4,2,2,2,2,2,2,2,5,NA,5,5,NA,5,5,5,6,NA,5,3,2,2,2,1008,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,6,-0.5266,6,6,-0.0654000000000003,1,1,0,4,-0.476,1,-1.2938,0,"White","Off-campus (rent/apartment)","Female",0,6,0,-0.6,-1.23398,0,7,0.2,1.2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,4,4,4,4,4,4,3,3,3,3,4,1,2,4,2,1009,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
1,6,-0.5266,7,6,-0.0654000000000003,1,0,0,4,-0.476,3,0.7062,0,"White","With family (commuting)","Female",0,70,1,5.8,5.16602,5.16602,9,0.4,1.4,2,2,2,3,3,3,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,7,6,6,7,3,4,2,2,1010,2,6,1,11,"White Rural First-Gen","FASt_12plus"
1,6,-0.5266,7,5,-1.0654,0,0,0,5,0.524,2,-0.2938,0,"Other/Multiracial/Unknown","With family (commuting)","Male",0,0,0,-1.2,-1.83398,0,-15,-2,-1,2,3,3,3,4,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,NA,5,4,2,1,2,2,1011,0,3,1,8,"Multiracial Bridge-Builder","non_DE"
1,7,0.4734,6,6,-0.0654000000000003,1,0,0,5,0.524,2,-0.2938,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,31,1,1.9,1.26602,1.26602,-12,-1.7,-0.7,3,3,3,4,3,3,4,3,2,2,2,3,2,4,4,3,2,3,3,NA,3,5,6,5,6,6,2,2,3,2,1012,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,5,-1.5266,7,7,0.9346,0,0,0,6,1.524,2,-0.2938,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,18,1,0.6,-0.0339800000000046,-0.0339800000000046,32,2.7,3.7,3,3,2,4,4,4,3,4,3,3,4,4,3,2,3,3,4,4,3,4,3,4,4,5,4,4,2,2,3,1,1013,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,7,0.4734,6,5,-1.0654,0,0,0,4,-0.476,4,1.7062,0,"Asian","With family (commuting)","Female",1,6,0,-0.6,-1.23398,0,-15,-2,-1,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,NA,3,4,3,3,3,5,4,1,2,3,1014,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,8,1.4734,7,6,-0.0654000000000003,0,0,1,4,-0.476,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,60,1,4.8,4.16602,4.16602,1,-0.4,0.6,4,3,3,2,2,3,3,3,3,3,2,2,3,2,2,4,4,4,5,4,4,3,NA,3,4,3,3,1,2,3,1015,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.5266,7,5,-1.0654,0,1,0,4,-0.476,3,0.7062,1,"Hispanic/Latino","With family (commuting)","Female",0,7,0,-0.5,-1.13398,0,30,2.5,3.5,3,4,4,3,2,2,3,2,4,3,3,4,4,2,3,5,5,5,5,5,4,5,5,6,5,6,3,1,2,2,1016,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.4734,7,6,-0.0654000000000003,1,1,0,6,1.524,2,-0.2938,0,"Hispanic/Latino","With family (commuting)","Female",0,1,0,-1.1,-1.73398,0,32,2.7,3.7,2,2,2,3,2,3,4,3,3,3,3,3,2,2,2,5,5,5,5,5,4,4,4,3,3,3,2,2,2,3,1017,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.4734,7,6,-0.0654000000000003,1,1,0,5,0.524,1,-1.2938,0,"Hispanic/Latino","With family (commuting)","Female",1,80,1,6.8,6.16602,6.16602,24,1.9,2.9,3,2,3,3,2,3,2,3,2,3,2,2,2,3,3,5,5,5,5,5,4,2,2,2,2,3,1,2,2,2,1018,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.5266,7,5,-1.0654,0,0,0,6,1.524,2,-0.2938,1,"Asian","Off-campus (rent/apartment)","Male",0,5,0,-0.7,-1.33398,0,4,-0.1,0.9,2,3,3,3,3,3,3,3,2,2,3,2,2,3,3,5,NA,5,5,5,6,4,5,5,5,5,2,2,3,2,1019,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
1,6,-0.5266,6,5,-1.0654,1,0,0,5,0.524,2,-0.2938,1,"Asian","Off-campus (rent/apartment)","Male",0,8,0,-0.4,-1.03398,0,2,-0.3,0.7,2,1,2,3,3,3,3,3,1,1,2,2,2,3,2,4,4,4,3,4,NA,6,5,5,5,7,2,2,2,2,1020,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,5,-1.5266,7,7,0.9346,1,0,0,5,0.524,3,0.7062,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,7,0,-0.5,-1.13398,0,-15,-2,-1,3,3,3,4,4,4,4,4,3,3,2,3,2,3,3,2,2,3,3,NA,2,5,5,NA,6,6,3,1,2,2,1021,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
