"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,6,-0.527,7,5,-1.0448,1,1,0.7532,1,0.6564,5,0.512,4,1.699,3,-6.7624,3,0.0503999999999998,0,"White","On-campus (residence hall)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,22,1.7,2.7,3,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,2,2,NA,3,2,7,6,6,6,7,1139,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
0,7,0.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,0,-9.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Female",1,0.7518,6,0,-0.6,-0.68456,0,-1,-0.6,0.4,3,4,3,2,2,2,2,2,3,3,3,3,2,2,2,NA,5,5,5,5,6,6,NA,6,6,6,1140,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
1,5,-1.527,5,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,15,1,0.3,0.21544,0.21544,30,2.5,3.5,3,2,2,2,2,2,3,3,2,2,2,2,2,3,3,4,5,4,4,4,4,NA,4,5,5,5,1141,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,8,-1.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Male",1,0.7518,19,1,0.7,0.61544,0.61544,22,1.7,2.7,1,1,1,3,3,3,4,4,1,2,2,2,1,3,3,5,5,5,5,5,4,4,4,4,4,NA,1142,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,7,0.473,7,8,1.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,43,1,3.1,3.01544,3.01544,25,2,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,5,6,6,5,6,1143,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,5,-1.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,2,-2.488,2,-0.301,13,3.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,13,0.8,1.8,3,2,2,3,3,3,3,3,4,4,3,4,4,4,3,3,3,NA,3,3,3,5,6,5,5,6,1144,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
1,5,-1.527,5,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,25,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,4,4,4,4,4,5,5,4,4,5,5,1145,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,8,1.9552,1,0,-0.2468,1,0.6564,3,-1.488,1,-1.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-3,-0.8,0.2,3,2,3,2,2,2,3,2,4,4,4,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,1146,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,6,5,-1.0448,1,1,0.7532,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,2,0,-1,-1.08456,0,34,2.9,3.9,2,2,2,2,4,2,3,2,3,4,3,3,4,2,3,NA,4,4,4,4,3,5,5,5,5,5,1147,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,5,-1.527,6,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,28,1,1.6,1.51544,1.51544,-11,-1.6,-0.6,2,1,2,3,3,3,3,3,1,1,2,1,1,2,2,5,5,6,5,6,6,4,4,3,3,4,1148,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,3,-1.488,4,1.699,0,-9.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,1,0,-1.1,-1.18456,0,-8,-1.3,-0.3,3,2,3,2,1,3,1,1,1,2,2,1,1,3,3,4,4,4,4,4,5,5,5,5,5,5,1149,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.527,6,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,6,1.512,1,-1.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,7,0,-0.5,-0.58456,0,25,2,3,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,6,5,6,NA,6,1150,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,27,2.2,3.2,4,4,4,3,4,4,3,3,3,3,3,4,2,3,3,2,2,2,NA,3,NA,5,6,6,5,5,1151,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.473,7,7,0.9552,0,1,0.7532,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,16,1.1,2.1,3,3,4,4,4,3,3,3,4,4,3,4,4,3,3,1,2,2,2,2,3,5,4,4,5,5,1152,1,3,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,5,-1.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,8,5.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,25,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,4,NA,5,4,1153,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.473,6,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"Asian","With family (commuting)","Female",1,0.7518,6,0,-0.6,-0.68456,0,4,-0.1,0.9,2,2,3,4,4,3,3,4,3,3,3,3,2,2,2,4,3,4,4,3,4,4,4,4,4,4,1154,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,4,1.699,8,-1.7624,0,-2.9496,1,"White","With family (commuting)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,18,1.3,2.3,2,2,2,3,3,3,3,2,3,2,2,3,2,4,3,3,3,3,4,4,4,5,6,6,6,6,1155,1,3,1,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,13,3.2376,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,14,0.9,1.9,3,3,3,3,3,4,4,4,2,2,3,2,2,4,4,4,3,4,3,3,3,5,5,5,5,5,1156,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,35,25.2376,13,10.0504,0,"White","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,12,0.7,1.7,4,4,4,3,2,3,2,2,4,4,4,4,4,4,4,3,3,3,3,2,2,6,7,7,6,6,1157,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,7,0.473,5,8,1.9552,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,3,0.0503999999999998,0,"White","Off-campus (rent/apartment)","Female",1,0.7518,35,1,2.3,2.21544,2.21544,-4,-0.9,0.1,4,4,4,3,4,4,3,3,3,4,3,3,4,3,3,2,3,3,3,3,3,6,6,6,6,6,1158,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,18,8.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,5,0,-0.7,-0.78456,0,-9,-1.4,-0.4,3,3,3,3,2,3,2,2,2,2,3,2,1,3,3,6,6,6,5,5,4,4,NA,3,3,3,1159,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,2,0,-1,-1.08456,0,-14,-1.9,-0.9,3,3,3,3,3,3,2,4,2,3,1,2,2,3,3,4,4,4,4,4,4,4,5,4,4,NA,1160,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,19,1.4,2.4,2,3,2,2,2,3,3,3,1,1,2,2,1,3,3,5,5,5,6,6,4,5,5,6,6,4,1161,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,3,-1.488,1,-1.301,13,3.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,0,-0.5,0.5,3,3,3,3,3,3,3,2,2,2,3,2,3,4,4,3,3,3,NA,4,4,6,6,5,6,5,1162,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,5,-1.0448,0,0,-0.2468,0,-0.3436,2,-2.488,1,-1.301,8,-1.7624,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,4,-0.1,0.9,3,4,3,3,2,3,2,3,2,3,3,3,3,4,3,2,2,2,2,3,2,6,7,6,7,7,1163,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,0,-9.7624,13,10.0504,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,10,0.5,1.5,2,2,2,2,2,3,2,2,2,2,1,2,1,3,2,5,5,5,NA,5,4,4,4,4,4,4,1164,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,5,-1.527,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,9,0,-0.3,-0.38456,0,33,2.8,3.8,2,2,2,3,3,3,3,3,2,3,3,2,2,4,4,5,4,4,4,4,5,6,6,5,6,NA,1165,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,-2,-0.7,0.3,2,2,2,3,3,3,2,2,2,3,3,2,3,3,3,5,5,5,4,5,5,3,4,4,4,3,1166,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,-1,-0.6,0.4,3,3,3,2,2,3,4,3,3,3,2,3,3,4,3,5,5,4,5,5,5,5,6,5,5,5,1167,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,0,0,-0.2468,1,0.6564,6,1.512,3,0.699,8,-1.7624,0,-2.9496,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,28,2.3,3.3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,4,4,4,NA,4,5,4,4,4,4,4,1168,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,6,1.512,2,-0.301,28,18.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,40,1,2.8,2.71544,2.71544,8,0.3,1.3,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,1,1,1,1,1,1,5,6,NA,6,5,1169,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,18,8.2376,3,0.0503999999999998,0,"Asian","With family (commuting)","Female",0,-0.2482,27,1,1.5,1.41544,1.41544,34,2.9,3.9,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,5,4,5,7,6,6,6,6,1170,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,28,18.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,22,1.7,2.7,4,4,4,3,3,3,2,3,4,4,3,3,4,3,3,5,4,4,4,4,NA,5,6,5,5,6,1171,0,2,1,1,"Latina Commuter Caretaker","non_DE"
0,7,0.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,2,-2.488,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,-6,-1.1,-0.1,3,2,3,3,3,3,3,3,2,2,1,2,2,3,4,6,6,5,6,6,6,5,5,5,5,5,1172,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,18,1.3,2.3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,4,1173,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,-14,-1.9,-0.9,3,3,3,2,3,3,3,2,2,3,2,2,2,3,3,4,5,4,4,4,3,5,5,5,5,4,1174,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.473,7,8,1.9552,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,18,8.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,23,1.8,2.8,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,NA,3,3,2,3,3,4,3,4,4,3,1175,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,6,7,0.9552,1,1,0.7532,1,0.6564,4,-0.488,2,-0.301,18,8.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,27,2.2,3.2,2,3,3,3,4,3,3,3,1,2,2,2,2,3,3,3,2,2,3,3,2,4,6,5,4,4,1176,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,2,-2.488,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,2,0,-1,-1.08456,0,26,2.1,3.1,3,2,2,2,3,3,3,3,2,3,3,3,2,3,3,4,4,4,3,NA,3,6,5,5,5,5,1177,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,25,2,3,3,3,3,3,3,3,2,3,3,3,4,3,4,3,3,2,3,3,3,2,3,5,4,5,5,4,1178,0,2,1,1,"Latina Commuter Caretaker","non_DE"
0,6,-0.527,6,5,-1.0448,1,1,0.7532,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,3,0.0503999999999998,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,16,1.1,2.1,2,2,2,4,3,4,4,4,4,4,4,4,4,2,2,3,3,3,3,3,4,6,6,6,6,6,1179,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.527,6,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,18,15.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,-7,-1.2,-0.2,2,1,2,3,3,3,3,3,2,2,2,2,2,3,3,4,4,4,4,3,3,4,5,4,4,NA,1180,0,1,0,2,"Latino Off-Campus Working","non_DE"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,1,-1.301,3,-6.7624,0,-2.9496,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,24,1.9,2.9,3,2,3,2,3,3,2,2,3,3,2,4,3,3,3,4,5,4,5,5,5,5,5,6,5,5,1181,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.527,6,7,0.9552,0,1,0.7532,0,-0.3436,3,-1.488,1,-1.301,18,8.2376,0,-2.9496,0,"White","On-campus (residence hall)","Male",1,0.7518,22,1,1,0.91544,0.91544,10,0.5,1.5,3,4,3,4,3,4,3,3,4,4,4,4,4,3,4,3,3,3,3,3,3,7,7,7,7,7,1182,2,6,1,6,"White Residential Traditional","FASt_12plus"
1,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,4,1.699,3,-6.7624,23,20.0504,0,"White","With family (commuting)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,8,0.3,1.3,3,4,4,3,3,2,3,4,3,2,4,3,2,1,2,3,4,3,3,4,4,7,6,6,6,5,1183,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
1,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,4,1.699,13,3.2376,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,-7,-1.2,-0.2,3,3,3,3,4,3,3,4,2,2,2,3,2,3,2,6,5,5,6,6,5,6,7,7,6,NA,1184,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.473,6,7,0.9552,0,1,0.7532,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,5,0,-0.7,-0.78456,0,24,1.9,2.9,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,4,3,6,7,6,6,6,1185,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.473,6,6,-0.0448000000000004,1,1,0.7532,1,0.6564,6,1.512,2,-0.301,8,-1.7624,18,15.0504,0,"Asian","With family (commuting)","Female",0,-0.2482,77,1,6.5,6.41544,6.41544,12,0.7,1.7,2,2,2,3,3,3,2,3,3,3,2,3,2,4,4,3,4,3,4,4,4,5,4,NA,4,5,1186,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,7,2.512,2,-0.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,11,0.6,1.6,2,2,2,3,3,4,3,3,2,3,2,2,2,3,3,NA,4,4,4,4,4,4,3,3,3,3,1187,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,7,0.473,6,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,23,13.2376,3,0.0503999999999998,1,"White","Off-campus (rent/apartment)","Male",1,0.7518,8,0,-0.4,-0.48456,0,-14,-1.9,-0.9,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,4,NA,4,5,5,4,5,5,4,4,4,1188,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,44,1,3.2,3.11544,3.11544,33,2.8,3.8,2,2,2,3,2,2,2,2,2,2,2,2,3,1,2,6,6,6,6,NA,6,3,2,3,3,3,1189,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,8,1.473,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,6,1.512,1,-1.301,13,3.2376,23,20.0504,0,"Asian","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,5,0,1,3,3,3,4,4,3,4,3,3,3,2,3,2,4,4,4,NA,5,5,NA,4,7,6,7,7,6,1190,1,1,0,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,7,0.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,3,0.0503999999999998,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,32,1,2,1.91544,1.91544,28,2.3,3.3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,2,2,3,2,4,5,4,5,4,1191,2,5,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,7,0.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,4,-0.488,4,1.699,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,3,-0.2,0.8,3,3,2,3,3,3,3,3,1,2,1,2,2,2,2,4,5,4,5,4,5,4,5,4,4,3,1192,0,2,1,2,"Latino Off-Campus Working","non_DE"
0,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,6,1.512,2,-0.301,23,13.2376,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,-4,-0.9,0.1,3,3,3,3,2,2,2,2,4,4,4,3,3,2,2,5,4,4,4,4,5,4,3,4,4,4,1193,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,5,-1.527,7,5,-1.0448,1,1,0.7532,0,-0.3436,7,2.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,20,1.5,2.5,3,3,3,4,3,4,4,3,3,3,3,3,3,4,4,3,4,4,4,3,4,5,5,5,6,5,1194,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
0,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,18,8.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,25,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,4,5,5,1195,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,18,15.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,26,2.1,3.1,3,2,3,3,3,2,2,2,3,3,2,3,3,3,3,5,4,4,4,4,4,3,4,3,3,3,1196,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,2,-2.488,1,-1.301,3,-6.7624,0,-2.9496,1,"White","With family (commuting)","Female",1,0.7518,3,0,-0.9,-0.98456,0,2,-0.3,0.7,3,3,3,2,2,2,2,2,4,3,3,4,3,2,3,5,4,4,5,5,4,5,5,5,6,6,1197,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
1,7,0.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,3,-6.7624,0,-2.9496,0,"White","With family (commuting)","Male",0,-0.2482,35,1,2.3,2.21544,2.21544,2,-0.3,0.7,3,3,2,4,3,4,4,4,3,3,3,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,1198,2,4,1,11,"White Rural First-Gen","FASt_12plus"
1,7,0.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,3,-1.488,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,25,1,1.3,1.21544,1.21544,-13,-1.8,-0.8,3,3,3,2,3,3,3,3,4,4,4,4,4,3,3,3,2,2,3,3,2,4,3,4,4,3,1199,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,8,-1.7624,23,20.0504,0,"Asian","With family (commuting)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,20,1.5,2.5,4,4,4,3,3,3,4,3,2,3,2,2,3,3,3,5,NA,4,5,4,5,5,5,5,5,6,1200,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,1,-1.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,9,0.4,1.4,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,6,6,6,7,6,1201,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
